clinton_anger,clinton_contempt,clinton_disgust,clinton_fear,clinton_happiness,clinton_sadness,clinton_surprise,frame_time
0.000167293,0.004510239,0.000269524,7.91E-06,0.9039006,0.000107829,0.000700539,355
0.000222364,0.030894548,0.000518899,3.26E-06,0.653031349,0.000434728,0.001041556,360
0.000180146,0.008076612,0.002752905,5.38E-05,0.014762784,0.004682004,0.2670885,365
0.000230584,0.012364112,0.000641059,5.08E-06,0.881924331,8.94E-05,0.001586623,370
0.003400207,0.05115389,0.002209107,0.000136844,0.238202453,0.018456437,0.001374199,375
5.65E-05,0.007642251,0.000359396,2.39E-06,0.016533667,0.010052996,0.002613002,380
0.00139499,0.001977743,0.000423521,7.25E-05,0.00222164,0.002821398,0.148497,385
0.000807846,0.004296978,0.004432955,0.000310128,0.022598017,0.02610663,0.038453426,390
0.004974274,0.007162395,0.017805256,0.000672284,0.011096498,0.030003406,0.1443553,395
0.001362259,0.004438514,0.003092047,8.20E-05,0.059593853,0.002866972,0.037828498,400
0.000712001,0.025222147,0.003467974,9.61E-06,0.108639322,0.004680147,0.004275268,405
7.97E-05,0.004238491,0.000138379,2.82E-06,0.000687888,0.04613125,0.000244468,410
0.000529306,0.005672877,0.001139325,8.60E-05,0.265281916,0.006441504,0.007109555,415
0.000312776,0.007861024,0.000402755,1.54E-05,0.024264282,0.002110723,0.025750637,420
0.002322796,0.03205158,0.001169224,3.02E-05,0.005147504,0.007109445,0.00483478,425
0.005604461,0.012748417,0.021578264,0.000610491,0.07808413,0.020415185,0.079066224,430
0.000163233,0.004628925,0.000224551,2.34E-06,0.518088341,0.000171205,0.000358224,435
0.000499311,0.001468096,0.000454079,9.88E-05,0.002120451,0.006548096,0.011267213,440
8.71E-05,0.000386146,0.000239726,2.48E-05,0.000360714,0.008470756,0.100380406,445
3.89E-05,0.002496036,0.000360834,4.11E-06,0.8552362,0.000839764,0.000620066,450
0.000231096,0.000114151,0.001159288,2.48E-05,0.9779009,0.000855259,0.006701403,455
0.000724314,0.003507347,0.000734902,0.000371083,0.029476699,0.011438195,0.03153522,460
0.000180294,0.001740385,0.000266299,0.000108711,0.001349652,0.007277445,0.007001,465
0.000104401,0.006179289,0.001131521,2.18E-05,0.251623273,0.003900809,0.00299781,470
0.000217693,0.002893587,0.000230824,1.16E-05,0.047514647,0.000691652,0.010408855,475
0.000530152,0.09607489,0.000426162,1.25E-06,0.5452552,0.00201011,4.12E-05,480
0.000319907,0.06977572,0.000576032,1.02E-05,0.348136455,0.018342273,0.000134643,485
0.000257638,0.000724465,0.00023479,7.71E-05,0.08889518,0.026132617,0.02203504,490
,,,,,,,495
,,,,,,,500
,,,,,,,505
0.001035669,0.03683436,0.000631825,3.18E-05,0.161598772,0.022762742,0.00043812,510
5.52E-05,0.003103522,4.08E-05,2.09E-06,0.321727335,0.00189949,0.000175526,515
1.44E-05,0.00202492,7.60E-06,1.64E-07,0.461657,0.000151473,5.86E-05,520
1.56E-05,0.001099271,2.44E-05,8.33E-07,0.8762112,0.000484643,2.97E-05,525
7.78E-05,0.002707394,4.76E-05,2.60E-06,0.09265161,0.003273093,0.000414854,530
0.00029099,0.003266404,0.000127538,6.02E-06,0.04114046,0.005580211,0.000549869,535
0.000421365,0.005659161,0.000200348,9.29E-06,0.10055057,0.005524973,0.000442306,540
0.000192423,0.004898177,0.000107712,5.51E-06,0.09684494,0.004033301,0.000471375,545
0.000224008,0.004825185,9.32E-05,2.29E-05,0.07815809,0.019198012,0.000291614,550
0.000236075,0.00380291,0.00010188,2.63E-05,0.040994685,0.02620704,0.000473134,555
0.00027655,0.03326813,0.000465018,2.12E-05,0.014287991,0.044206385,0.000436269,560
0.000744071,0.008492056,0.000449543,2.87E-05,0.11387109,0.011916648,0.000467685,565
0.000111367,0.004736131,0.000140777,1.25E-06,0.310429245,0.003327495,0.000196535,570
0.000307924,0.004353892,0.000265083,6.68E-06,0.09579376,0.004993338,0.000359536,575
0.000815135,0.008867646,0.000977546,4.41E-05,0.136896834,0.055476993,0.000456528,580
0.000205389,0.004315819,0.000326873,1.18E-05,0.053134885,0.06514135,0.000162037,585
0.000163958,0.002200046,4.66E-05,1.09E-05,0.098967046,0.014186687,0.000206856,590
0.000114623,0.002374176,5.78E-05,2.68E-05,0.040856022,0.031221699,0.000425614,595
0.000283337,0.007629208,0.000614951,1.11E-05,0.222546235,0.050729405,0.00018467,600
0.000418448,0.00533716,0.000207269,1.85E-05,0.106025308,0.004032794,0.000926316,605
0.000111767,0.003970379,7.34E-05,1.53E-06,0.2821759,0.001384226,0.000205778,610
1.84E-05,0.003377781,2.79E-05,2.13E-07,0.859790564,0.000110191,6.52E-05,615
0.000101055,0.002911063,0.000686891,3.73E-05,0.002566447,0.020750502,0.00989759,620
0.001013345,0.019623455,0.00718173,0.000162277,0.253346115,0.02602059,0.006221989,625
0.002918703,0.014587141,0.005897325,8.12E-05,0.299230069,0.004809838,0.005548987,630
0.003286593,0.005153229,0.005663748,2.68E-05,0.047073316,0.004690439,0.0172491,635
0.001820096,0.007154026,0.003347462,2.59E-05,0.129098639,0.011634888,0.003811077,640
0.004970521,0.013985632,0.008026809,0.000531205,0.086144455,0.017635023,0.06826289,645
7.93E-05,0.00273759,0.000609233,3.36E-05,0.001986466,0.06327035,0.003212003,650
0.001917496,0.000143268,0.001796428,0.005826331,0.7619862,0.01015609,0.191498369,655
0.001171079,0.006543946,0.006001937,7.04E-05,0.177329123,0.010589629,0.007510102,660
0.001605241,0.004947815,0.002070728,1.74E-05,0.6705819,0.000218999,0.003906496,665
0.027006287,0.009756118,0.024129313,0.000377587,0.08391244,0.010913899,0.0548309,670
0.000276404,0.002892933,0.00255488,7.06E-06,0.03709497,0.007302441,0.017339865,675
0.001895708,0.005681084,0.005034429,9.21E-05,0.08204211,0.002776312,0.15979977,680
0.000176685,0.004264879,0.000580876,0.000234499,0.006583135,0.006213024,0.149256572,685
0.004388216,0.005323376,0.018031742,0.002180881,0.036481477,0.011115902,0.5643824,690
0.007782459,0.001275273,0.003053182,0.013550915,0.00056443,0.001395017,0.8941033,695
0.00156191,0.031178499,0.008512103,0.001887753,0.014700387,0.063548595,0.029705199,700
2.82E-05,0.000914507,0.000138231,1.33E-05,0.001095827,0.002275005,0.09963538,705
0.002909839,0.010158962,0.007134115,0.000217133,0.5679027,0.016949575,0.005288001,710
0.00042461,0.00264462,0.000469829,0.000126144,0.014081689,0.005255328,0.013333012,715
0.000137454,0.045085255,0.000260554,3.12E-06,0.023255047,0.027936917,0.000387723,720
,,,,,,,740
2.77E-05,0.023574807,0.000108877,2.24E-06,0.002047636,0.03988097,0.000221797,745
0.00109505,0.003511806,0.001156854,1.96E-05,0.003827618,0.035098124,0.000641058,750
0.000657419,0.001065189,0.000292812,0.000130556,0.000356163,0.024138575,0.005817418,755
0.000581748,0.000515054,0.000121441,1.11E-05,0.000230713,0.008166382,0.00094183,760
0.000541491,0.001319867,0.000180798,1.69E-05,0.001702158,0.006862617,0.001844176,765
0.000410446,0.000483019,8.24E-05,8.79E-06,0.000228618,0.005035839,0.001412998,770
5.29E-05,0.00040157,1.16E-05,3.26E-06,0.000217702,0.007896734,0.000361677,775
0.000223367,0.000278134,5.06E-05,3.72E-06,9.82E-05,0.005049868,0.001287913,780
0.000574374,0.000925431,0.000329646,2.73E-05,0.000408268,0.013163093,0.002685797,785
0.000554858,0.00077057,0.000286046,2.24E-05,0.000265095,0.009979554,0.002624541,790
0.002567355,0.002320463,0.000919821,0.000273011,0.001182719,0.032874495,0.005231388,795
0.000550631,0.000964469,0.000147966,3.17E-06,0.002506821,0.004448804,0.000454758,800
2.27E-08,1.95E-08,4.08E-07,1.27E-08,0.9999986,2.70E-07,3.03E-07,805
4.33E-07,6.21E-06,7.54E-06,1.21E-08,0.999463,8.81E-07,4.61E-06,810
2.13E-05,0.004976002,3.77E-05,3.13E-06,0.82842344,0.001957257,3.82E-05,815
0.000283733,0.016429989,0.000347247,1.56E-05,0.4096024,0.014099062,0.000155791,820
3.50E-05,0.003361827,2.77E-05,1.97E-06,0.022911035,0.015590331,0.0001346,825
0.000132028,0.003710554,9.16E-05,2.37E-06,0.05094887,0.006792276,0.000189642,830
0.000299912,0.005869015,0.000222269,8.12E-06,0.07428514,0.011053754,0.000160752,835
0.000263807,0.005190088,0.000207286,3.28E-06,0.07563509,0.003716391,0.000271861,840
0.000298907,0.006170962,0.000154615,7.27E-06,0.04456885,0.008098722,0.000254422,845
,,,,,,,855
9.21E-06,0.0052353,1.77E-05,1.31E-07,0.396805465,0.001675966,6.65E-06,860
0.000477055,0.005041197,0.000217531,3.37E-05,0.122978218,0.026470397,0.000981233,865
0.000113013,0.001267063,8.77E-05,2.93E-05,0.016121991,0.030228794,0.000903679,870
0.00032884,0.01041408,0.000237804,1.34E-05,0.041275702,0.03295283,0.000310484,875
3.62E-05,0.003418041,2.77E-05,1.02E-06,0.1601188,0.001193764,0.00014688,880
0.000163687,0.004419008,5.40E-05,1.30E-06,0.0369481,0.002517294,7.37E-05,885
8.79E-05,0.003647678,4.45E-05,1.31E-06,0.023274701,0.003546047,5.73E-05,890
5.45E-05,0.003444626,2.63E-05,1.45E-07,0.059559673,0.000476696,3.27E-05,895
0.000251802,0.000764564,0.001044467,2.36E-05,0.499728471,0.004930828,0.188811958,900
8.70E-05,0.004049098,0.00181544,0.000319886,0.6599927,0.001724923,0.0988317,905
0.002033575,0.00710804,0.003242303,0.000153194,0.032934923,0.014243553,0.017155971,910
0.002170239,0.020881822,0.003170893,5.19E-05,0.093154326,0.002792225,0.036923394,915
0.014730128,0.011743848,0.016877452,0.000681779,0.058288183,0.019214584,0.046716407,920
0.000862644,0.004058233,0.002265622,0.000211428,0.004080256,0.06792259,0.057931956,925
0.001556264,0.017663425,0.007044483,0.007464144,0.045563716,0.015962187,0.360326469,930
0.001935759,0.010534928,0.005185179,0.000260943,0.030829571,0.049176328,0.01876994,935
0.005818817,0.004200008,0.0072757,0.000842609,0.008758762,0.011839398,0.139171258,940
0.002491649,0.011572873,0.001083897,3.62E-05,0.005541003,0.010449847,0.000902278,945
0.007576521,0.015460732,0.013490878,0.000261297,0.1765197,0.003829249,0.016059132,950
0.006627196,0.011932707,0.001852201,4.11E-05,0.019093778,0.00175292,0.00210681,955
0.008394858,0.008070669,0.004901686,0.002276422,0.006680096,0.018123886,0.028331917,960
0.00550522,0.016082926,0.008791847,0.000437907,0.046354067,0.017815186,0.03805251,965
0.003115535,0.00779605,0.004206039,0.000171207,0.031158546,0.004229102,0.056107797,970
0.001112319,0.001290042,0.000334989,0.000211664,0.001101081,0.002516024,0.1386891,975
0.005187689,0.009234237,0.008807279,0.000540876,0.052536856,0.018042933,0.057415012,980
0.000375907,0.005831698,0.003571519,3.12E-05,0.05266715,0.008899591,0.120604716,985
0.001135198,0.002065895,0.006436205,0.007975024,0.00445282,0.1142065,0.2528047,990
6.37E-05,0.003180242,2.94E-05,9.64E-07,0.11377459,0.000246288,0.000157205,995
0.000350967,0.011769052,0.001714327,8.35E-06,0.3359763,0.002862117,0.00128741,1000
0.001601634,0.058730464,0.005281801,9.09E-05,0.058177967,0.003475166,0.013771945,1005
0.00020551,0.004860476,0.000184887,8.59E-06,0.02394131,0.000634063,0.001195123,1010
0.001493098,0.009718538,0.008633031,0.000563841,0.035902795,0.0347324,0.134166688,1015
0.000811443,0.006141062,0.007597655,0.00062019,0.100303926,0.043452874,0.200846657,1020
0.000117309,0.008721459,0.001360415,9.82E-05,0.016422015,0.039278783,0.026456023,1025
0.000399337,0.009283485,0.001452469,2.58E-05,0.560933352,0.001062774,0.008836855,1030
0.00381735,0.006778857,0.023620835,0.000999263,0.025996154,0.040735874,0.148405761,1035
0.016881036,0.008546273,0.016054107,6.49E-05,0.063454725,0.002087152,0.040547244,1040
0.001024857,0.005512659,0.011412859,0.000469309,0.210685655,0.126226291,0.03516843,1045
0.000236912,0.003652016,0.001754891,2.44E-05,0.312982142,0.002783389,0.04892247,1050
0.001753559,0.01453458,0.003810857,0.000858041,0.004991109,0.01158338,0.07175106,1055
9.61E-05,0.001416791,0.000584018,5.12E-05,0.000866791,0.044432253,0.007288598,1060
0.000314216,0.001441669,0.000303357,1.56E-05,0.005032199,0.022502048,0.001329159,1065
0.000404971,0.00225258,0.000315462,2.36E-05,0.002343309,0.06937339,0.000747298,1070
0.000564135,0.002144531,0.000283268,1.57E-05,0.001787413,0.026499651,0.000396742,1075
2.26E-05,9.15E-05,1.24E-05,7.43E-07,8.54E-05,0.0592246,2.95E-05,1080
4.50E-05,0.001572822,3.11E-05,4.77E-06,0.262903422,0.007319844,0.000334491,1085
0.000182857,0.002450906,0.00017918,6.87E-06,0.005153988,0.043990765,0.000237318,1090
0.00017107,0.001560909,8.48E-05,2.22E-05,0.001785404,0.06021365,0.00052444,1095
1.52E-05,8.34E-05,6.66E-06,3.04E-07,0.018201212,0.009542206,0.00012374,1100
0.000137936,0.000214455,0.000145815,2.48E-05,0.000775957,0.061607506,0.005964366,1105
9.51E-05,0.000663126,4.77E-05,0.000193715,0.0003371,0.015855651,0.009979798,1110
9.77E-05,0.000187303,3.96E-05,5.02E-06,2.47E-05,0.03226804,0.000480463,1115
0.00036971,0.00058722,0.000192538,4.97E-05,0.000204096,0.034083687,0.001995331,1120
0.000290479,0.000708878,8.34E-05,1.36E-05,0.000713773,0.015923962,0.001037412,1125
0.000147192,0.000514415,6.04E-05,5.07E-06,0.000308148,0.016316911,0.000565557,1130
7.32E-06,0.007322009,8.20E-06,3.46E-07,0.9479325,9.51E-05,2.38E-05,1135
2.94E-07,9.51E-09,3.05E-06,4.11E-07,0.999991834,3.43E-08,4.02E-06,1140
1.52E-05,8.22E-06,0.000166412,3.53E-07,0.9990379,5.43E-05,0.000445725,1145
0.000710288,0.008287344,0.001598568,4.18E-05,0.5613857,0.004498893,0.003508483,1150
0.000104399,0.002679039,0.000188285,4.44E-05,0.2793124,0.003242859,0.011140895,1155
0.000107953,0.00570052,0.001410701,1.22E-05,0.017755365,0.004408912,0.035411865,1160
0.000126523,0.011028724,0.000355517,1.14E-05,0.353185,0.001709501,0.004862416,1165
0.000266732,0.007176147,0.000611377,6.65E-05,0.3832677,0.003397121,0.002937646,1170
0.000270628,0.013818958,0.002857679,3.09E-05,0.233242527,0.005574037,0.010213082,1175
0.000250254,0.008675436,0.001300776,9.75E-06,0.7724612,0.000726519,0.008291346,1180
0.000107585,0.004500555,0.000796307,2.57E-05,0.9255904,0.001395575,0.00272217,1185
0.001034872,0.00550203,0.003269973,0.000172752,0.562789738,0.004464169,0.01845108,1190
0.000228778,0.004587645,0.000104903,1.79E-05,0.00407246,0.009113213,0.003810974,1195
2.58E-05,0.000314187,0.000414656,2.65E-07,0.9762296,0.000341627,0.000104444,1200
0.000132573,0.008943064,9.67E-05,6.86E-06,0.006187228,0.001860686,0.00189664,1205
0.000226574,0.005368701,0.001988842,2.19E-05,0.27587676,0.012653712,0.009380833,1210
0.000192825,0.004868336,0.000955125,3.78E-06,0.663264751,0.001744024,0.001090379,1215
0.001753604,0.004394619,0.003967194,0.000111947,0.7098267,0.001661593,0.00774647,1220
0.000452495,0.000522797,0.000629122,1.56E-05,0.000289284,0.014036507,0.009589409,1225
3.24E-05,0.006314148,9.30E-05,5.43E-07,0.035431914,0.013043092,6.40E-05,1230
0.001049411,0.001462853,0.003629904,0.000323801,0.8024828,0.003760085,0.04752366,1235
1.40E-05,0.001517234,0.000122625,8.46E-08,0.881194651,0.001417377,4.19E-05,1240
3.84E-06,0.003347325,5.92E-06,1.48E-07,0.901412547,0.00065933,5.57E-06,1245
0.000111327,0.005232096,3.71E-05,8.31E-07,0.328422874,0.000829522,8.50E-05,1250
0.000534509,0.008458169,0.00011772,3.21E-06,0.134242862,0.001553308,0.000106572,1255
0.000128046,0.003884417,0.002262629,6.26E-05,0.318778962,0.205532,0.005624956,1260
0.000539484,0.004652407,0.001322177,4.63E-05,0.7118608,0.003733252,0.004062552,1265
5.69E-05,0.00443501,8.59E-05,4.13E-06,0.54368794,0.000590967,0.002970418,1270
0.000446518,0.006215945,0.001645468,0.000187438,0.447892427,0.023438068,0.026750475,1275
2.81E-05,0.000285531,0.00036358,1.07E-06,0.984827638,0.000571795,0.00023666,1280
0.000115442,0.00153976,0.000964511,0.000294531,0.5046692,0.020605205,0.05921802,1285
0.000108484,0.00206866,0.001926565,0.000159782,0.719767153,0.0324031,0.05059239,1290
0.000120377,0.001665461,0.000165006,6.23E-06,0.057477973,0.019806257,0.000943616,1295
0.000212982,0.003185157,0.001965429,0.000444026,0.309770942,0.019179722,0.109291568,1300
0.000165798,0.016481448,0.001067489,9.83E-05,0.032399204,0.035242938,0.024846237,1305
8.91E-05,0.004342815,0.000461346,8.74E-06,0.052147467,0.014240548,0.002877769,1310
0.000754598,0.010642359,0.003420121,4.51E-05,0.163722336,0.006038085,0.029982919,1315
0.000396463,0.014732177,0.001854153,0.000216007,0.4032292,0.042765908,0.002792432,1320
0.000160156,0.002248507,0.000666372,1.11E-05,0.694597065,0.001994068,0.001668862,1325
0.00061689,0.00795397,0.004899514,0.000326324,0.03637693,0.06428786,0.055749696,1330
0.001052229,0.010605967,0.003268184,5.94E-05,0.3081448,0.003614364,0.008734162,1335
0.001845656,0.010122309,0.007373786,0.000158621,0.105600983,0.005681589,0.211034954,1340
0.001978937,0.01665229,0.002367455,0.016539821,0.005912147,0.009952891,0.6019347,1345
0.000308614,0.041338217,0.000906652,1.63E-05,0.59258014,0.008253675,0.00034043,1350
7.75E-06,0.000661304,3.50E-05,2.67E-07,0.969354331,1.36E-05,0.000104429,1355
0.001275714,0.006286127,0.003631081,1.85E-05,0.6971892,0.000556119,0.001692619,1360
0.001608965,0.005904916,0.005529155,1.83E-05,0.452759,0.001534564,0.05129152,1365
0.000402997,0.001132983,0.001463266,0.000477425,0.509853542,0.0021947,0.2557656,1370
0.003370008,0.012010835,0.010118797,0.001853556,0.111748971,0.038817734,0.070632875,1375
0.000374165,0.001072342,0.003080626,1.81E-05,0.5007718,0.001479018,0.09179678,1380
0.00016012,0.002934846,0.000142793,1.04E-05,0.078151465,0.011814341,0.000636306,1385
0.000132462,0.001626571,0.000145708,1.21E-05,0.037448544,0.016843105,0.000721676,1390
0.000180666,0.002430406,0.000166626,4.84E-06,0.06490389,0.01034251,0.000521934,1395
0.000180836,0.001994711,0.000160642,8.51E-06,0.03389737,0.011672575,0.000459891,1400
0.000256164,0.003261152,0.000225761,1.95E-05,0.059268903,0.030627726,0.000499828,1405
7.66E-05,0.000394961,2.59E-05,7.96E-06,0.271941364,0.011144406,0.002617587,1410
7.52E-05,0.003226313,3.93E-05,1.05E-05,0.4078855,0.014343622,0.00055129,1415
8.92E-05,0.004503635,0.000261489,1.06E-05,0.261125624,0.05013148,0.000111278,1420
9.79E-05,0.004007387,0.000271791,4.08E-06,0.322952032,0.032378852,8.69E-05,1425
3.45E-07,3.32E-09,4.64E-09,8.75E-09,0.9999961,6.65E-07,2.23E-07,1430
1.68E-06,3.95E-05,9.90E-06,4.25E-08,0.9989711,1.93E-05,5.10E-06,1435
0.002415755,0.005830722,0.001198661,0.00048092,0.00875508,0.014731547,0.012552751,1445
1.61E-05,0.000353038,0.000197077,7.90E-06,0.001921644,0.006460528,0.034115527,1450
0.00095995,0.007554848,0.009675292,0.01348634,0.58475405,0.135742962,0.044897568,1455
0.000465515,0.00215634,0.002298121,7.20E-05,0.6064463,0.001275987,0.124432027,1460
5.08E-05,0.001309783,0.001349755,4.64E-06,0.032162227,0.002154681,0.197497785,1465
1.11E-07,3.28E-07,1.39E-06,3.66E-09,0.9999505,2.24E-06,2.44E-06,1470
0.000191274,0.003285524,0.001657989,0.000283287,0.01522174,0.016171794,0.3322374,1475
0.000654332,0.005861782,0.003961302,0.000117643,0.012865966,0.020295844,0.005406893,1480
0.004215079,0.010040535,0.004993487,0.000203668,0.163026273,0.00518384,0.013368886,1485
0.000105179,0.007746451,0.000605976,5.45E-06,0.04949053,0.004898226,0.006854779,1490
0.000233501,0.020987058,0.000424288,1.52E-05,0.129120752,0.007913543,0.000480906,1495
,,,,,,,1505
7.33E-05,0.004984577,0.000153119,1.67E-06,0.6887342,0.015213871,2.05E-05,1510
0.000257852,0.004285708,0.000210673,1.01E-05,0.384907663,0.00496639,0.000294199,1515
5.16E-06,4.00E-06,4.02E-05,2.51E-06,0.9980779,2.04E-06,0.00132692,1520
,,,,,,,1525
3.31E-07,7.02E-05,2.89E-05,2.94E-09,0.9973791,3.69E-05,3.65E-06,1530
0.006791796,0.017927494,0.004191641,0.00026993,0.436578274,0.001586885,0.034123473,1535
3.69E-05,0.002603784,4.05E-05,4.77E-07,0.7966637,0.000297963,1.34E-05,1565
3.79E-05,0.001848516,2.81E-05,3.48E-06,0.6661442,0.012262623,0.000159273,1570
0.000218084,0.007553057,0.000109144,3.78E-06,0.446738452,0.014182433,0.000748792,1575
1.66E-06,0.000430064,1.13E-06,1.69E-08,0.557908356,5.12E-05,4.24E-06,1580
5.17E-05,0.001181232,1.69E-05,2.69E-06,0.459370077,0.005809674,0.001433102,1585
4.50E-05,0.000675729,1.85E-05,4.87E-07,0.54935056,0.002997862,0.000159747,1590
7.39E-05,0.000443189,2.48E-05,5.57E-06,0.120739684,0.01816616,0.001229324,1595
0.000155558,0.001560477,4.10E-05,3.87E-06,0.3991452,0.016918086,0.000879434,1600
0.000213331,0.017431159,0.000214927,3.28E-06,0.591774344,0.003672424,8.90E-05,1605
2.35E-05,0.005734324,8.59E-05,2.43E-06,0.438071251,0.024387278,5.50E-05,1610
0.00012319,0.012238753,8.53E-05,3.70E-06,0.6232818,0.000609573,0.00011381,1615
0.000182896,0.005796119,0.000156582,9.03E-06,0.5204832,0.002154852,0.000167375,1620
0.000345938,0.006175143,0.00031891,7.58E-06,0.4051867,0.006197178,0.000110886,1625
0.000165988,0.0098144,0.000201672,1.97E-06,0.475470483,0.003398144,3.87E-05,1630
0.000310996,0.005976086,0.000140386,2.85E-06,0.289021075,0.002479086,0.000138357,1635
0.000137671,0.009806707,9.30E-05,8.80E-06,0.471244544,0.014719041,0.000331063,1640
0.000905797,0.040025383,0.00078279,9.45E-06,0.445952624,0.01052389,0.000686936,1645
1.29E-05,0.002359848,7.53E-06,2.97E-07,0.282778025,0.000828339,1.57E-05,1650
1.11E-05,0.002515173,1.06E-05,6.16E-08,0.215091318,0.000878749,1.22E-05,1655
0.000151883,0.000817912,0.000539568,1.69E-05,0.9287326,0.001043638,0.006383651,1665
1.85E-09,1.66E-11,3.18E-08,8.29E-11,0.9999998,3.34E-10,1.35E-07,1670
3.35E-06,0.000887545,3.13E-05,9.90E-07,0.9280806,0.000734879,0.0002564,1675
0.00020098,0.004541716,0.001331946,0.00018017,0.008257424,0.039333116,0.007254174,1680
1.13E-10,1.88E-08,5.92E-09,1.98E-11,0.9999961,2.20E-10,2.38E-07,1685
0.001647547,0.019669166,0.007494399,0.001944219,0.08036986,0.05338751,0.07977021,1690
0.000179297,0.00655276,0.000660771,5.40E-05,0.432469636,0.007185785,0.001457246,1695
0.001298411,0.004481963,0.003544733,1.39E-05,0.294108152,0.000982893,0.221645489,1700
0.000148335,0.00583762,0.000917482,5.16E-05,0.114593729,0.02483004,0.021707993,1705
0.006944998,0.011257052,0.009275089,0.003083347,0.041811824,0.008961374,0.36791563,1710
0.000687275,0.001658008,0.002191937,0.000303138,0.510112166,0.006361384,0.091076106,1715
