clinton_anger,clinton_contempt,clinton_disgust,clinton_fear,clinton_happiness,clinton_sadness,clinton_surprise,frame_time
0.000157304,0.0044975,0.001120165,2.37E-05,0.020170799,0.003880601,0.0792712,1720
4.34E-05,0.000264224,0.000115305,6.07E-05,0.000254553,0.040202007,0.006405905,1725
0.000305551,0.004447616,0.002117758,1.87E-05,0.7856991,0.001653703,0.005134252,1730
5.26E-05,0.001786343,0.000744815,1.25E-05,0.7886257,0.005378206,0.001102372,1735
0.000133996,0.002360802,0.000485829,1.65E-05,0.7116155,0.003859206,0.001103762,1740
0.001572538,0.004518011,0.003938951,0.000211305,0.6950255,0.002005278,0.015772205,1745
0.001400074,0.001153461,0.003880095,0.001737747,0.2846926,0.022334004,0.464464962,1750
0.00031642,0.001986237,0.00060186,0.000436836,0.000880951,0.011067011,0.046018973,1755
0.000608351,0.003487108,0.001701654,4.58E-05,0.003818485,0.0600501,0.002481856,1760
0.003658999,0.011280393,0.00650794,9.87E-05,0.09473491,0.016843215,0.001495451,1765
0.003549276,0.01022111,0.008183605,0.000248252,0.048796892,0.017543593,0.017146923,1770
0.00917054,0.012716731,0.010581926,0.000321411,0.055387825,0.028722497,0.005337011,1775
0.0001791,0.004470163,0.000708298,3.91E-05,0.018933538,0.025553515,0.006313596,1780
0.000118193,0.000594545,9.63E-06,2.54E-06,1.25E-05,0.005220538,9.40E-05,1785
9.40E-05,0.001918024,0.001503844,4.10E-05,0.007861694,0.018552732,0.03179256,1790
0.002529066,0.006377724,0.004839983,0.000798748,0.012055022,0.015211997,0.114653893,1795
3.21E-05,0.002638026,3.22E-05,4.04E-06,0.012405976,0.010852867,0.000176387,1800
0.000510513,0.006842131,0.00040223,4.35E-05,0.065300554,0.020187791,0.000568494,1805
1.79E-05,0.002403019,1.72E-05,6.39E-08,0.7006754,0.000255744,6.33E-06,1810
0.000359245,0.006225694,0.000223037,1.05E-05,0.200441986,0.007658903,0.00016654,1815
7.54E-05,0.00295469,8.60E-05,7.25E-07,0.3087963,0.004120027,6.10E-05,1820
6.22E-05,0.003739226,0.000125102,5.45E-07,0.33402434,0.002762088,4.80E-05,1825
0.000471208,0.004922643,0.000949336,8.42E-06,0.03195007,0.08644588,0.000108397,1830
0.000142239,0.006744698,0.000157447,1.11E-05,0.054034233,0.022500966,0.000225843,1835
5.54E-05,0.003981661,3.49E-05,4.79E-06,0.030452836,0.031562585,6.04E-05,1840
4.25E-05,0.003527927,4.41E-05,5.11E-06,0.09837538,0.014295532,0.000170649,1845
0.000128468,0.002924051,7.47E-05,1.21E-05,0.018406015,0.016587853,0.000279575,1850
5.24E-05,0.003265206,4.04E-05,2.67E-06,0.1362889,0.010488595,0.000105776,1855
,,,,,,,1880
,,,,,,,1885
3.11E-06,0.000713034,5.49E-06,2.08E-07,0.677596152,0.000393518,3.70E-05,1890
5.53E-05,0.004508256,4.45E-05,4.56E-07,0.237561166,0.005860169,2.02E-05,1895
0.002843179,0.0551657,0.00115825,3.24E-05,0.0605797,0.020082505,0.00023532,1900
0.000147645,0.002925365,0.000176071,7.63E-06,0.4353223,0.001990598,0.000387073,1905
5.82E-05,0.002511009,7.29E-05,6.88E-06,0.148663566,0.045808394,0.000179614,1910
2.46E-05,0.003999555,4.80E-05,3.71E-07,0.6530616,0.000737793,2.11E-05,1915
7.95E-05,0.007628615,0.000134767,9.35E-07,0.400361925,0.002419342,2.74E-05,1920
2.27E-05,0.003258524,2.51E-05,6.54E-08,0.416455328,0.000277098,7.46E-06,1925
8.50E-05,0.009961366,3.41E-05,3.83E-07,0.250590354,0.000516643,1.95E-05,1930
0.000192605,0.00902311,7.23E-05,5.41E-07,0.2182223,0.000982294,2.39E-05,1935
8.10E-05,0.003672135,9.56E-05,5.25E-07,0.317623526,0.004005087,2.38E-05,1940
,,,,,,,1955
,,,,,,,1960
6.90E-05,0.006141067,3.98E-05,4.80E-06,0.8616663,0.000869604,0.000106895,1965
0.000237637,0.017976243,0.000151823,4.25E-06,0.488806,0.002159964,0.000130669,1970
1.16E-05,0.008801743,1.89E-05,1.32E-07,0.5164734,0.002572651,2.43E-06,1975
3.63E-05,0.003198907,1.12E-05,2.90E-06,0.53007853,0.000179551,0.000170255,1980
0.000101143,0.003242985,3.09E-05,5.24E-06,0.4109566,0.000507263,0.000128853,1985
1.13E-05,0.007073788,3.11E-05,7.88E-07,0.25648436,0.024644073,1.93E-05,1990
3.32E-05,0.003649088,2.82E-05,4.94E-07,0.72135514,0.000306523,2.20E-05,1995
2.16E-12,1.14E-14,3.08E-12,7.98E-14,1,5.50E-13,2.35E-10,2000
7.20E-09,2.49E-10,2.92E-10,4.02E-11,0.9999999,4.27E-08,3.24E-09,2005
2.21E-06,0.000672196,4.52E-06,3.31E-08,0.984681547,0.001637323,4.62E-07,2010
4.28E-08,1.20E-08,3.58E-07,6.01E-09,0.999997437,8.79E-08,1.09E-06,2015
8.18E-12,7.01E-15,2.69E-12,3.51E-13,1,4.61E-13,6.13E-10,2020
0.000108011,0.004189783,0.00041754,1.20E-05,0.8383495,0.00043853,0.004213922,2030
0.000235106,0.007025272,0.000756012,0.000317961,0.019433986,0.02515602,0.008754857,2035
0.001103902,0.004073218,0.002708281,0.000164829,0.328256339,0.00337796,0.2083651,2040
0.000461419,0.001106212,0.002884876,2.27E-05,0.695301235,0.000660388,0.107873477,2045
8.03E-05,0.002508147,0.000283529,6.55E-06,0.7335016,0.000250929,0.004365326,2050
4.36E-05,0.002083283,1.31E-05,4.57E-06,0.004783202,0.001372349,0.000412009,2055
0.000375455,0.008747295,0.000881458,4.65E-06,0.542278469,0.00024244,0.002749381,2060
0.007820813,0.005526047,0.009881777,0.001287821,0.009777275,0.019928813,0.045997042,2065
0.000274659,0.005811721,0.002823805,3.51E-05,0.1423224,0.019999474,0.003862166,2070
0.005340538,0.005962786,0.003883924,0.000963408,0.020212784,0.007005452,0.103087708,2075
0.002947227,0.007411292,0.006317451,0.000106521,0.06215165,0.005497398,0.035162732,2080
3.56E-05,0.001266778,0.000208303,0.00016267,0.001015811,0.021010108,0.00624038,2085
0.006978244,0.028204674,0.00922417,0.000229988,0.086239405,0.02603344,0.002624895,2090
4.75E-05,0.003171501,0.000112995,2.75E-05,0.002854956,0.005125916,0.01604198,2095
0.003503726,0.024790334,0.003000367,1.42E-05,0.052983724,0.000492854,0.141037509,2100
0.003779686,0.010522212,0.006356544,0.001414894,0.05917184,0.01396793,0.228036523,2105
0.000100199,0.002124812,0.001285621,0.000384123,0.028725375,0.02848591,0.083342195,2110
0.001150742,0.004491225,0.003210119,0.000269967,0.011312829,0.030583028,0.039450385,2115
0.001016579,0.011342004,0.012765457,0.001191197,0.336546868,0.022083316,0.156685352,2120
0.000778404,0.000435316,0.00658358,6.67E-05,0.011067625,0.000936181,0.774869561,2125
0.000901897,0.00745843,0.005482138,0.000890991,0.015829451,0.031910934,0.033696823,2130
0.003299515,0.011283582,0.006867166,0.000214108,0.0227265,0.0310104,0.017636467,2135
0.002611866,0.02624081,0.005544676,0.000202024,0.143455848,0.009262696,0.04055514,2140
0.002037193,0.008984507,0.0107876,0.000419646,0.01844456,0.074143894,0.026075948,2145
0.003872306,0.075523555,0.015600231,0.000887189,0.012690968,0.131957456,0.025488848,2150
0.000132062,0.003590085,0.001062724,1.35E-05,0.618428,0.002929077,0.005353743,2155
0.002783626,0.007463698,0.005524957,0.00109329,0.293733329,0.009728048,0.131682009,2160
0.000904408,0.002896445,0.001236335,3.65E-05,0.010099797,0.001661841,0.144063473,2165
0.001355013,0.003628964,0.004092016,0.000591518,0.004633431,0.03463675,0.017654233,2170
0.00024208,0.008511256,0.000513161,2.95E-05,0.007171626,0.00722786,0.000961513,2175
0.000126589,0.003641081,0.00026178,4.56E-05,0.005353171,0.005926528,0.002692606,2180
0.000666849,0.001297405,0.00010053,1.63E-05,7.44E-05,0.05124255,0.000224783,2185
0.000200275,0.00035264,5.44E-05,1.01E-05,0.000173174,0.007049977,0.001559193,2190
0.000778167,0.000461279,0.000337347,3.61E-05,0.000120269,0.028373847,0.002313048,2195
5.94E-05,6.15E-05,5.59E-06,6.15E-07,5.26E-05,0.010861628,2.74E-05,2200
0.000115498,0.000275834,1.60E-05,1.51E-06,0.000680552,0.005881707,7.93E-05,2205
9.56E-06,0.001057929,6.94E-06,3.83E-07,0.09913679,0.00162208,5.32E-05,2210
1.33E-09,7.33E-11,7.74E-09,1.24E-11,1,4.79E-09,1.63E-09,2215
1.91E-06,0.000407903,5.32E-06,7.45E-08,0.946338058,0.00018404,1.39E-05,2220
1.29E-05,0.00261734,3.64E-05,1.43E-07,0.8721539,0.000521475,3.25E-06,2225
3.75E-05,0.003253159,4.00E-05,1.01E-06,0.8588108,0.000541856,3.10E-05,2230
8.15E-05,0.01022355,0.000133994,2.65E-06,0.6884089,0.003373659,5.11E-05,2235
2.25E-05,0.008583911,2.50E-05,4.86E-07,0.8296423,0.00059145,1.38E-05,2240
7.42E-06,0.004128457,8.34E-06,1.19E-07,0.8964151,0.000115088,1.04E-05,2245
2.71E-06,0.002207336,3.19E-06,3.08E-08,0.9389257,0.000113842,1.65E-06,2250
4.23E-05,0.002760262,5.73E-05,7.41E-07,0.87823236,0.000864928,3.30E-05,2255
3.14E-05,0.006621472,7.78E-05,5.27E-07,0.655874431,0.005474838,1.41E-05,2260
2.28E-05,0.004995867,2.38E-05,7.10E-07,0.797454655,0.000394963,4.82E-05,2265
3.14E-05,0.004900204,5.93E-05,2.60E-07,0.7916048,0.005142407,5.86E-06,2270
4.39E-05,0.002411195,5.35E-05,1.10E-05,0.008845273,0.106637143,0.0001197,2275
1.73E-05,0.002282471,1.39E-05,5.55E-07,0.350498438,0.001048839,0.000102521,2280
9.64E-05,0.002195477,8.06E-05,3.86E-06,0.167503268,0.004933078,0.000323584,2285
3.19E-05,0.003670643,6.33E-05,1.54E-06,0.381501228,0.007531146,9.73E-05,2290
3.81E-05,0.001552725,3.32E-05,1.28E-06,0.131164789,0.003064112,0.000334326,2295
5.26E-05,0.002268381,6.54E-05,2.45E-06,0.832913041,0.003787061,3.85E-05,2300
0.000120307,0.005699834,0.000118322,5.55E-06,0.7130939,0.003929071,8.78E-05,2305
0.00023544,0.006000808,0.000187886,1.47E-05,0.469349355,0.004706999,0.000246416,2310
0.000266235,0.004144014,0.000242892,7.66E-06,0.560457945,0.004420773,0.000162158,2315
3.76E-05,0.002922096,4.15E-05,1.54E-06,0.43785277,0.004587835,5.66E-05,2320
2.49E-05,0.001527468,1.87E-05,8.19E-07,0.5774103,0.000510465,3.08E-05,2325
7.73E-05,0.006108078,0.000237255,3.94E-06,0.3200201,0.08019042,3.24E-05,2330
0.000131477,0.005962746,0.000205595,4.42E-06,0.203112289,0.011198013,0.000263931,2335
2.30E-05,0.003620819,1.82E-05,2.33E-06,0.10940139,0.008436178,7.72E-05,2340
0.000287462,0.011961579,0.001002408,8.71E-06,0.09527281,0.009021027,0.001775644,2345
0.001145656,0.005691011,0.005321635,0.000223499,0.06289197,0.007942731,0.05619778,2350
0.002061275,0.008583668,0.005457261,0.000116023,0.009891403,0.042359628,0.003573335,2355
0.00010656,0.002721177,0.000252681,3.34E-05,0.006535065,0.003345031,0.006840596,2360
0.002147524,0.0065992,0.007757782,6.85E-05,0.061181728,0.010756632,0.01865681,2365
1.74E-05,0.003968906,7.40E-05,1.24E-05,0.005134716,0.016310314,0.003522183,2370
0.002447435,0.039314542,0.003565962,0.000102877,0.022230836,0.028148035,0.002411882,2375
0.005018207,0.001083076,0.00562823,9.39E-05,0.003299776,0.006114597,0.430147558,2380
0.000208415,0.001552486,0.000119283,0.000116393,0.000578542,0.011005253,0.01264693,2385
0.003829086,0.009116061,0.001007163,0.00017025,0.004119399,0.022252891,0.001034509,2390
0.000179763,0.006580208,0.001658277,8.14E-05,0.008252784,0.043845527,0.00462333,2395
0.008147554,0.017232785,0.042882033,0.007462248,0.00421562,0.17159611,0.087249555,2400
0.00044106,0.004837184,0.002669554,0.004402042,0.011278302,0.114095561,0.121447831,2405
0.00260487,0.005290537,0.01618489,0.000268026,0.0645407,0.01948268,0.053804897,2410
0.001633021,0.006259067,0.001368906,9.85E-05,0.002311742,0.03559698,0.001874766,2415
0.008385093,0.006418261,0.026408568,0.007120151,0.006006493,0.06352564,0.199468032,2420
0.000265363,0.014069652,0.001567013,4.85E-06,0.7209634,0.002382253,0.000941094,2425
8.35E-05,0.002869043,0.000542145,0.000150481,0.001788354,0.023411077,0.014066801,2430
0.000211826,0.000289874,0.000402002,9.26E-05,0.000168932,0.116952635,0.001728187,2435
0.010360391,0.010546269,0.009943755,0.000957133,0.00824235,0.013544829,0.03616949,2440
0.000974962,0.004100913,0.002970002,0.000124052,0.006537479,0.043655515,0.005973717,2445
0.001417592,0.0040099,0.002825429,0.000135652,0.025409514,0.016691594,0.027146641,2450
0.001682771,0.011166967,0.007953364,0.000297099,0.004642113,0.037341446,0.027763305,2455
0.000546421,0.000863752,0.000971174,0.000332169,0.025267758,0.008751528,0.2299448,2460
0.000780507,0.011783439,0.006319003,4.67E-05,0.133780122,0.011602513,0.052341055,2465
0.004006223,0.013872144,0.002402584,0.000207392,0.018598987,0.005658765,0.013966965,2470
0.000780307,0.003233567,0.003035981,0.000301422,0.187273592,0.003391335,0.468544245,2475
0.004233563,0.008503011,0.010195432,0.003433611,0.184867114,0.008977416,0.26387313,2480
0.000340706,0.013382723,0.000183718,6.83E-06,0.07254211,0.018676447,7.00E-05,2485
0.000122429,0.035050504,9.80E-05,4.01E-06,0.5593813,0.000760361,7.79E-05,2490
0.00047252,0.012884932,0.000480512,3.99E-05,0.350066274,0.02795704,0.000256972,2495
6.49E-05,0.014755054,6.20E-05,3.19E-06,0.5345828,0.002122141,6.01E-05,2500
4.34E-05,0.00214705,3.72E-05,2.91E-06,0.18839328,0.002143662,0.000637996,2505
1.54E-05,0.002152356,1.53E-05,3.00E-07,0.2042446,0.0013885,8.18E-05,2510
2.60E-05,0.001339372,1.83E-05,1.05E-06,0.2897841,0.002142145,0.000163612,2515
2.60E-05,0.002839328,3.35E-05,1.94E-06,0.264936358,0.003265978,0.000158856,2520
1.60E-05,0.004843373,1.68E-05,1.22E-06,0.4191802,0.007251347,3.73E-05,2525
0.000228314,0.004509146,0.000175715,3.78E-06,0.281894922,0.004709924,0.000104595,2530
7.81E-05,0.003418,4.99E-05,1.48E-06,0.19045347,0.001007601,0.000133151,2535
0.000104675,0.00485347,0.000112932,1.51E-06,0.057882797,0.005280695,6.52E-05,2540
4.12E-05,0.002769812,4.04E-05,5.74E-07,0.313100964,0.002819421,2.36E-05,2545
2.60E-05,0.002263387,1.89E-05,4.90E-07,0.5687535,0.000177256,4.83E-05,2550
5.51E-05,0.004057365,4.17E-05,8.40E-07,0.390366077,0.000663096,6.09E-05,2555
2.21E-05,0.002177567,1.25E-05,1.32E-07,0.293566376,0.000333651,2.45E-05,2560
2.49E-05,0.004096374,2.06E-05,3.08E-07,0.320843816,0.000752973,2.73E-05,2565
2.30E-05,0.002714555,3.41E-05,3.79E-07,0.5420773,0.002703317,1.13E-05,2570
9.44E-05,0.006671194,5.60E-05,1.54E-06,0.363063365,0.001342546,5.53E-05,2575
0.000161549,0.007257396,7.50E-05,2.36E-06,0.279172,0.001104711,9.66E-05,2580
0.000122214,0.004395322,8.37E-05,1.78E-06,0.265590727,0.001177648,0.000114587,2585
6.74E-05,0.006742513,6.73E-05,1.32E-06,0.301803946,0.00209945,6.72E-05,2590
8.32E-05,0.005124984,0.000166686,1.22E-05,0.267591625,0.003246658,0.000736911,2595
,,,,,,,2625
0.000566103,0.005928894,0.005699989,0.000184168,0.002763465,0.024251942,0.019510431,2630
0.000351827,0.00855347,0.003048717,0.000273444,0.006999912,0.026266063,0.060640782,2635
0.000676442,0.008557225,0.006260862,0.000142994,0.007048163,0.027943367,0.01467342,2640
4.07E-05,0.001563833,0.00021204,2.72E-05,0.002660261,0.003890351,0.004616436,2645
0.004636215,0.01633606,0.012382236,0.000151926,0.11739058,0.008392203,0.025406264,2650
0.000463933,0.005146521,0.005278979,0.000133411,0.02574984,0.018571286,0.008812863,2655
0.000357828,0.001909455,0.001600118,7.99E-06,0.00038743,0.00446448,0.142770275,2660
0.002611583,0.006843108,0.004343104,0.000135425,0.013346201,0.009886117,0.015113076,2665
0.003661405,0.003171641,0.009437661,0.000240392,0.001825746,0.058100145,0.022005396,2670
0.002666836,0.005090141,0.004505419,0.000480068,0.005052784,0.040165134,0.018600008,2675
0.00055547,0.002701037,0.001167649,0.000227901,0.002532559,0.03807509,0.01573287,2680
0.003721091,0.007057835,0.004478966,0.000230081,0.03464767,0.006534207,0.08335271,2685
0.000397461,0.003067932,0.001025419,0.000159132,0.00329282,0.013801424,0.007828294,2690
0.000470172,0.010654363,0.000687835,2.47E-05,0.018972654,0.001853134,0.00976176,2695
0.000374473,0.006623883,0.002801697,5.28E-05,0.03239376,0.01164695,0.004913227,2700
0.000141831,0.011463916,0.000882688,0.000162977,0.015811848,0.028815966,0.005963218,2705
0.001698227,0.009231792,0.013171358,0.00010319,0.026674889,0.02848138,0.026451785,2710
0.001767352,0.011734684,0.00577187,0.000119923,0.01876188,0.029609451,0.011488569,2715
0.002064195,0.014161486,0.016903915,0.000163502,0.055350844,0.02614499,0.026863018,2720
0.001871207,0.003094788,0.000315501,0.00039974,0.003987313,0.000453525,0.614293,2725
0.000257675,0.009983119,0.002603291,3.18E-05,0.03800041,0.01357269,0.007893645,2730
0.001182736,0.008746937,0.002268038,8.25E-05,0.03365978,0.006943736,0.004618834,2735
0.008605989,0.013956714,0.00130596,2.43E-05,0.000467675,0.003263286,0.02192157,2740
0.001928,0.005717916,0.009395853,0.000408494,0.006038217,0.041575186,0.056756187,2745
6.90E-05,0.004312866,0.002739072,4.22E-05,0.006777873,0.025176441,0.042838823,2750
6.63E-06,0.000293748,7.14E-05,1.06E-06,2.38E-06,0.180686682,0.00011887,2755
0.001967855,0.001521596,0.001045692,0.001738198,0.000436528,0.15713425,0.005860134,2760
8.52E-06,4.08E-05,3.81E-06,1.98E-07,0.01910041,0.004432607,8.67E-05,2765
0.000177952,0.006145217,0.000176997,1.75E-05,0.006302289,0.037570097,0.000517626,2770
0.000803336,0.000441844,0.000355552,0.000253162,5.68E-05,0.054133184,0.005022634,2775
0.002540964,0.000805343,0.000977622,0.000192889,0.000167298,0.029642284,0.005975427,2780
0.000485536,0.001206266,0.000489278,6.61E-05,0.000409728,0.021814141,0.002595651,2785
0.00017804,0.000566961,4.53E-05,7.01E-05,4.07E-05,0.103253067,0.000597091,2790
0.000139979,0.000490933,5.80E-05,6.17E-05,2.40E-05,0.08242061,0.00126993,2795
0.000197121,0.000213384,4.61E-05,2.79E-05,1.05E-05,0.05064526,0.001373697,2800
0.002236398,0.00144175,0.001375814,0.001233997,0.000759684,0.135869935,0.005696118,2805
0.001126033,0.000583305,0.000523252,7.06E-05,0.000123575,0.021496292,0.003714965,2810
0.000418166,0.000480621,6.66E-05,8.98E-06,3.30E-05,0.0313855,0.000178143,2815
0.000139925,0.000429985,4.17E-05,2.58E-05,1.23E-05,0.053955432,0.000658734,2820
0.000327792,0.00049244,8.37E-05,0.00010553,2.18E-05,0.025402542,0.004647204,2825
0.000111618,0.006614714,0.000101702,1.52E-05,0.029052828,0.02638626,0.000448139,2830
0.000274287,0.000414635,8.78E-05,0.00011726,9.39E-05,0.04297038,0.002047837,2835
0.00011323,0.002252485,0.000262973,1.21E-05,0.000715636,0.126369238,0.000341632,2840
2.27E-05,0.000124262,1.79E-05,3.67E-06,8.96E-05,0.049048036,7.72E-05,2845
0.000114196,0.000493582,0.000116476,1.42E-05,0.000736636,0.043094974,0.000310858,2850
0.000389483,0.002711695,0.000213305,9.87E-05,0.001562125,0.019799901,0.003704992,2855
6.52E-05,0.001957998,4.48E-05,1.84E-06,0.003705485,0.008514244,0.000115511,2860
0.002922194,0.002550862,0.001636556,0.000229899,0.000490534,0.044052236,0.005785625,2865
0.00107888,0.000936684,0.000530618,0.000126575,0.000213308,0.038193706,0.004140307,2870
0.000675167,0.001177578,0.001076621,3.13E-05,0.000182096,0.09380212,0.000712921,2875
0.000779187,0.000711527,0.000373591,0.000242545,0.000246896,0.072947286,0.00455254,2880
0.000509307,0.000932841,0.000231341,2.78E-05,0.000315117,0.035996724,0.001609498,2885
0.000581975,0.000618808,0.000109266,3.51E-05,0.000143466,0.019731665,0.002202855,2890
0.000629893,0.009124761,0.00036295,1.09E-05,0.172897741,0.01204966,0.002416636,2895
,,,,,,,2910
,,,,,,,2915
,,,,,,,2920
,,,,,,,2925
,,,,,,,2930
,,,,,,,2935
,,,,,,,2940
,,,,,,,2945
,,,,,,,2950
,,,,,,,2955
,,,,,,,2960
,,,,,,,2965
,,,,,,,2970
0.001098074,0.000660139,0.000686454,0.000117455,4.95E-05,0.0912326,0.003145989,2975
0.000442632,0.000464874,0.000111967,8.57E-06,5.10E-05,0.009574794,0.000858572,2980
0.001655859,0.001010775,0.000615585,0.000334401,0.000129684,0.045933258,0.006645285,2985
0.001942166,0.001216091,0.000542019,0.000141068,0.000208733,0.028416239,0.004057283,2990
6.95E-05,0.000421049,2.10E-05,4.40E-06,0.000402502,0.008890598,0.000846144,2995
8.11E-05,0.001282105,6.53E-05,9.79E-06,0.000760373,0.015457945,0.00036961,3000
7.50E-05,0.000641428,3.02E-05,1.95E-05,0.000177224,0.021227764,0.000578001,3005
3.62E-05,0.0002177,1.72E-05,3.11E-05,2.61E-05,0.051179178,0.000848768,3010
0.000133791,0.000483526,0.000140114,4.51E-05,0.9847448,0.000448792,0.005111293,3015
0.001531591,0.006163948,0.00406228,0.000105918,0.1625928,0.019529538,0.017103864,3020
9.27E-05,0.002289705,0.000512094,5.78E-06,0.000175669,0.05664958,0.000267359,3025
0.003126424,0.012482175,0.007293478,0.000562401,0.02031364,0.036144797,0.012094689,3030
0.000597425,0.011457859,0.004589028,3.97E-05,0.084573746,0.030342111,0.009184837,3035
0.004259815,0.005937038,0.018996546,0.001068111,0.001746152,0.113891378,0.010229403,3040
6.14E-05,0.001149169,0.000459898,4.48E-05,0.002729683,0.019584492,0.012182493,3045
7.07E-05,0.002038377,0.000574457,0.000175112,0.008945001,0.04202147,0.038927827,3050
0.003606971,0.011870657,0.003090453,0.000209576,0.026746756,0.036817603,0.005144278,3055
0.000869464,0.035976462,0.000772328,7.82E-06,0.009506159,0.00206698,0.003197106,3060
0.007093549,0.009639841,0.00822615,0.00029363,0.014403292,0.007611356,0.020267142,3065
0.002384345,0.007449484,0.016752247,0.000396194,0.001967266,0.087708384,0.046422407,3070
0.005470158,0.011741001,0.024326714,0.004368979,0.033465665,0.06819083,0.096789904,3075
6.53E-05,0.001448083,0.000738158,4.80E-05,0.000220084,0.06787261,0.003920772,3080
0.002645427,0.006321761,0.002806966,9.14E-05,0.010171691,0.006729743,0.004919637,3085
0.000523654,0.00728481,0.004778489,0.00012881,0.00176554,0.08225825,0.005896455,3090
0.01173029,0.012709077,0.036211867,0.000630107,0.016529981,0.0680141,0.011987287,3095
0.002975969,0.007427371,0.005077495,0.000131476,0.000469529,0.127813324,0.004672752,3100
0.00054002,0.003964204,0.00244804,3.90E-05,0.00116955,0.002890356,0.015984507,3105
0.000469179,0.007524294,0.0004932,1.46E-05,0.002298944,0.053953983,0.001259924,3110
0.000915559,0.003132204,0.001223066,0.000157366,0.001971222,0.0207815,0.021470765,3115
0.000254171,0.002731849,0.002899829,1.03E-05,0.03611869,0.007158867,0.032117918,3120
0.000544923,0.00489675,0.001970039,1.44E-05,0.12749657,0.004052922,0.002526402,3125
0.000256083,0.012546275,0.000425681,5.01E-06,0.001722352,0.00182282,0.018224977,3130
0.000103277,0.007076315,0.000831459,2.69E-05,0.001708253,0.011492063,0.073454954,3135
0.002501913,0.004061723,0.002722855,9.45E-05,0.002322895,0.0060499,0.109570391,3140
0.0058177,0.003874659,0.012489601,0.002005679,0.00237373,0.09212957,0.058154065,3145
